epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,885.861,0.98493,0.89272,1.2223,0.80784,0.32857,0.3518,0.26416,1.11404,0.91967,1.2404,0.001208,0.001208,0.001208
122,940.364,0.96518,0.88436,1.22447,0.82766,0.32017,0.34672,0.2606,1.16926,0.91458,1.30416,0.0012014,0.0012014,0.0012014
123,995.622,0.99261,0.90602,1.24089,0.75153,0.33127,0.34567,0.25578,1.15836,0.95589,1.30383,0.0011948,0.0011948,0.0011948
124,1050.78,0.95799,0.90158,1.21626,0.77612,0.32191,0.34829,0.2666,1.08863,0.95801,1.24725,0.0011882,0.0011882,0.0011882
125,1104.82,0.96773,0.83278,1.21839,0.77876,0.33571,0.34995,0.26326,1.13065,0.87189,1.31721,0.0011816,0.0011816,0.0011816
126,1159.23,0.95574,0.85818,1.20254,0.72628,0.34048,0.34734,0.25834,1.1567,0.95748,1.2851,0.001175,0.001175,0.001175
127,1214.41,0.91214,0.83737,1.18253,0.83933,0.32143,0.35147,0.26603,1.12896,0.92582,1.26871,0.0011684,0.0011684,0.0011684
128,1269.46,0.95021,0.82909,1.19839,0.76473,0.34048,0.35065,0.25251,1.17773,0.92064,1.32478,0.0011618,0.0011618,0.0011618
129,1323.5,0.95332,0.86248,1.21308,0.72815,0.34762,0.35201,0.26758,1.12373,0.90038,1.27577,0.0011552,0.0011552,0.0011552
130,1378.79,0.89762,0.81258,1.16137,0.8175,0.33333,0.35286,0.26107,1.16008,0.91678,1.30408,0.0011486,0.0011486,0.0011486
131,1433.6,0.91755,0.83085,1.18684,0.79576,0.34048,0.34575,0.25933,1.12982,0.91379,1.27701,0.001142,0.001142,0.001142
132,1489.13,0.92754,0.82429,1.18642,0.82104,0.33333,0.3437,0.25593,1.1479,0.90317,1.31716,0.0011354,0.0011354,0.0011354
133,1543.27,0.93346,0.80703,1.20035,0.82044,0.32857,0.34964,0.25954,1.16632,0.91931,1.29767,0.0011288,0.0011288,0.0011288
134,1598.06,0.8868,0.78042,1.16052,0.77655,0.33926,0.35171,0.26725,1.13168,0.94258,1.24844,0.0011222,0.0011222,0.0011222
135,1653.15,0.90289,0.79441,1.16563,0.75977,0.35,0.35232,0.26223,1.16251,0.89176,1.3095,0.0011156,0.0011156,0.0011156
136,1708.81,0.9097,0.78651,1.1699,0.88801,0.33333,0.35418,0.26686,1.10436,0.85115,1.27898,0.001109,0.001109,0.001109
137,717.324,1.0142,1.03016,1.25133,0.68045,0.30952,0.3125,0.22492,1.24688,1.20597,1.34449,0.0011024,0.0011024,0.0011024
138,769.875,0.91978,0.8766,1.19226,0.778,0.33377,0.34741,0.25565,1.2018,0.96878,1.34513,0.0010958,0.0010958,0.0010958
139,821.001,0.94371,0.83823,1.19895,0.78771,0.30952,0.32469,0.24181,nan,nan,nan,0.0010892,0.0010892,0.0010892
140,873.389,0.91342,0.80311,1.17673,0.8424,0.33089,0.34547,0.26166,1.12125,0.89679,1.32278,0.0010826,0.0010826,0.0010826
141,924.466,0.90959,0.7958,1.18023,0.76074,0.33095,0.345,0.25615,1.16417,0.96592,1.31911,0.001076,0.001076,0.001076
142,977.359,0.90166,0.76321,1.16299,0.82766,0.3119,0.33202,0.24992,1.16434,1.03209,1.3121,0.0010694,0.0010694,0.0010694
143,1028.21,0.87051,0.75305,1.15585,0.74815,0.35,0.35745,0.26665,1.14372,0.89278,1.32297,0.0010628,0.0010628,0.0010628
144,1080.5,0.85073,0.76147,1.14082,0.75676,0.33333,0.34617,0.25089,1.19048,0.92587,1.36692,0.0010562,0.0010562,0.0010562
145,1132.41,0.89263,0.76409,1.16035,0.7569,0.34101,0.35147,0.26236,1.15768,0.84636,1.33174,0.0010496,0.0010496,0.0010496
146,1184.11,0.86979,0.7398,1.14251,0.83554,0.34762,0.3526,0.2623,1.15385,0.82906,1.35678,0.001043,0.001043,0.001043
147,1236.48,0.8538,0.73243,1.14392,0.81321,0.34048,0.35254,0.26382,1.15272,0.85409,1.35547,0.0010364,0.0010364,0.0010364
148,1287.72,0.87284,0.7504,1.15571,0.83209,0.31857,0.34202,0.26231,1.12879,0.91579,1.29225,0.0010298,0.0010298,0.0010298
149,1340.53,0.85033,0.73962,1.1411,0.84352,0.32088,0.34111,0.25637,1.16623,0.88233,1.31363,0.0010232,0.0010232,0.0010232
150,1392.08,0.87065,0.71008,1.15017,0.83616,0.33571,0.3547,0.26865,1.14355,0.83279,1.31054,0.0010166,0.0010166,0.0010166
151,1444.47,0.83511,0.71894,1.12244,0.86726,0.32143,0.35259,0.26794,1.11156,0.8655,1.27291,0.00101,0.00101,0.00101
152,1495.79,0.80507,0.69949,1.10873,0.9048,0.32619,0.35469,0.26951,1.11469,0.88151,1.26895,0.0010034,0.0010034,0.0010034
153,1547.97,0.85822,0.70659,1.13544,0.84162,0.32896,0.35843,0.26545,1.15806,0.89026,1.34274,0.0009968,0.0009968,0.0009968
154,1600.64,0.84329,0.72378,1.13518,0.85273,0.34048,0.35753,0.26629,1.12807,0.8485,1.29773,0.0009902,0.0009902,0.0009902
155,1652.52,0.81091,0.69829,1.10761,0.81567,0.33716,0.35135,0.26885,1.11383,0.88197,1.30146,0.0009836,0.0009836,0.0009836
156,1705.27,0.83198,0.72177,1.1286,0.83615,0.32807,0.34306,0.26631,1.08203,0.88475,1.26105,0.000977,0.000977,0.000977
157,1757.02,0.83392,0.70558,1.12393,0.76725,0.34524,0.35332,0.26737,1.13081,0.84478,1.32254,0.0009704,0.0009704,0.0009704
